word,chinese_translation,stage_origin,frequency_21215,review_count_21215,example_context
yards,yards（名词/物理实体）,Stage 1 (500 Discovery),6,6,"review_03e8bcaab143f3d85166cd3c :: Completely dependant on pilot and weather, but Kevin (pilot) was awesome and shared a lot of information with us. The weather prevented us from landing on their ""normal"" glacier sp..."
yukon,yukon (名词),Stage Final (Full Corpus),6,6,"review_2bb9e6b514c9486364d1a17d :: We spent two weeks traveling through Alaska and the Yukon.  By far, getting to see Denali from the air with K2 Aviation was the highlight.  Our pilot was experienced and knew so mu..."
abreast,abreast (形容词),Stage Final (Full Corpus),5,5,"review_4c75c9d26fb699cf61c89a49 :: We had an earlier flight that was cancelled due to weather. Talkeetna Air was able to reschedule us to a flight at 6:30pm. Perfect. By the time of our flight, the weather had clear..."
abundance,abundance (名词),Stage Final (Full Corpus),5,5,review_a3b0a65886ec0e31220ec6a1 :: The smoothest plane ride you’ll ever take! Beautiful sights and a wonderful experience! We flew over the ocean and saw an abundance of whales! Eric is super accommodating and reall...
abundant,abundant (形容词),Stage Final (Full Corpus),5,5,"review_7109cbe731bb78e24ae1fde9 :: I had never been in a small craft before, so I was scared and relictant even as I buckled in while still on the tarmac. Even after the smooth take-off, and cruise past landmarks, I..."
accomodated,accomodated,Stage Final (Full Corpus),5,5,"review_1b08aee2ed605d7fe55fec08 :: Six of us from Australia decided to do this from our cruise ship. We booked online,early, which was great, because we were all a bit overweight. The staff accomodated us in two air..."
accompanying,accompanying (动词),Stage Final (Full Corpus),5,5,review_9d2a41b09f58360757609eaa :: For my wife's special birthday celebration we decided to take a break from our Alaska Cruise and decided to take a tour of the fjords around Ketchikan with a small Otter seaplane. ...
accounts,accounts (名词),Stage Final (Full Corpus),5,5,"review_85787b7f86dad551afcab9b7 :: What a great experience seeing the mountains at that altitude, seemingly within arm's reach.  While thick cloud cover on the glacier landing zone kept us from touching down, Pilot ..."
ace,ace (名词),Stage Final (Full Corpus),5,4,review_2e9dd94a542108fe2bf16485 :: Incredible view of the beatiful Kauaï Island feeling like the flying ace in a biplane ! The pilot (Kevin) us very friedly and very competent...
acknowledge,acknowledge (动词),Stage Final (Full Corpus),5,5,"review_e1b1a89e3c4bed96938773d0 :: Our family booked the 30 minute seaplane adventure as part of our cruisetour.  Due to rainy weather, we were not able to take the tour but I wanted to acknowledge the wonderful cus..."
acting,acting (名词),Stage Final (Full Corpus),5,5,review_ab3ee14d6641353997cf7f2c :: We were on the all day tour called Canyon River Adventure. This airline was top notch. The plane ride was spectacular and views unreal. Antelope Canyon was unreal to see in person ...
addressing,addressing,Stage 1 (500 Discovery),5,5,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
adventurer,adventurer (名词),Stage Final (Full Corpus),5,5,"review_017489591c18c25fbdc863f1 :: we flew with Chad today and had a great flight. The mountain was majestic and the weather was perfect. The family greatly enjoyed the flight. This is a ""must"" for any Alaska advent..."
aerospace,aerospace (名词),Stage Final (Full Corpus),5,5,review_2e0a244804aa9da9b71358cb :: I learned so much from Eric. I told him I wanted to be an aerospace engineer and he took the time to explain everything to me about the plane. I came out more knowledgeable. I reco...
afar,afar (副词),Stage Final (Full Corpus),5,5,"review_9467930357c1eebbdfd5f95c :: Denali was cloudless on Monday September 10,2018.  Perfect to experience what Denali is all about. Went to K2 Aviation and from beginning to end had the friendliest, kindest help i..."
affair,affair (名词),Stage Final (Full Corpus),5,5,"review_fb444b09ca144f104f98424a :: Loved my ride with Northwest Seaplanes! 

Check-in was easy, hangar staff was friendly and promptly answered any questions I had regarding the planes. Drinks along with merchandise..."
afternoons,afternoons (名词),Stage Final (Full Corpus),5,5,review_11daaec9549a0ee5689db7df :: Booked this excursion on Viator off for an afternoons flight off the cruise ship. Picked up in the middle of the town at the prescibed place and taken up to Tarquans Base.  A short...
aim,aim (名词),Stage Final (Full Corpus),5,5,"review_73b09acee9e58f9ec0d609cc :: Air Ventures Hawaii provided absolutely the highest levels of safety, friendliness, professionalism, reliability, and great communication. 
I have seen Air Ventures flying out of L..."
aircrafts,aircrafts (名词),Stage Final (Full Corpus),5,5,"review_1eecf401911624af135adeb4 :: I don’t think I can find the words to explain how much I loved my experience with K2 but here goes nothing.

We took off (me and four other passengers) with Chris as our pilot in t..."
airtour,airtour,Stage Final (Full Corpus),5,4,review_c2bd214b58a47c07fa396940 :: We picked this airtour company because they gave an early bird discount. I was lucky enough to sit in the co-pilots seat. My first time in a small aircraft since I was a teenager. ...
als,als (名词),Stage Final (Full Corpus),5,4,"review_0fb3f7cfa33a9d5d911703db :: Flight tour of Grand Canyon; checked off the bucket list!  
I have ALS and Captain Jack and Grand Canyon Scenic Airlines were great and very accommodating. The flight was comfortab..."
alter,alter (动词),Stage Final (Full Corpus),5,5,review_fdde95a34d56f978c81346e9 :: This was a fantastic experience!  To see the sheer beauty and majesty of Mt. Denali and Denali National Park from the air is unbelievable. Words and pictures don't do it justice. I...
ambassador,大使 / 形象代表,Stage 2 (2000 Expansion),5,5,"review_5b2d822aaa361f605060df53 :: Flying with K2 was an orgasm for the mountain eyes; an not in the naughty variety.  Our pliot, ""OE"", was professional, skilled at flying, and most of all a great ambassador for a t..."
ambiance,ambiance（名词/物理实体）,Stage 1 (500 Discovery),5,5,"review_5dab728a0c486f5e0eabff60 :: Everything was amazing.  The shuttle driver from the airport through check in, the ambiance at the hangar in Renton and the flight was fantastic.  The staff and pilot were all very..."
ambience,ambience (名词),Stage Final (Full Corpus),5,5,review_e6cf6dd7ddebb8be79394b82 :: This is one of the most amazing trips we have ever been on. The scenery was breathtaking. Great ambience and very tranquil to see the view from the plane. Thank you for such a grea...
americans,americans (名词),Stage Final (Full Corpus),5,5,"review_31c5089d7b1810c0fb3ab5bf :: This was by far the most breathtaking thing we did at they Grand Canyon. We hiked down 3 miles and did the entire rim, but to see so much of the canyon with such a knowledgeable gu..."
amiable,amiable (形容词),Stage Final (Full Corpus),5,5,review_032f5b472647ffceb9841d67 :: I scheduled a solo trip with my dog to scatter my mother’s ashes over the Puget Sound as she requested.  I was coming from out of town.  We were delayed one day due to weather cond...
amidst,amidst,Stage Final (Full Corpus),5,5,"review_594da6548eb61d9d2ba01b7d :: I can't say enough about this amazing flight seeing experience. The staff at K2 were wonderful, they did their best to manage expectations regarding the weather and possibility of ..."
angeles,angeles,Stage Final (Full Corpus),5,5,review_2b1b5d7524552a8ff2939e86 :: I was lucky enough to take a private VFR flying lesson with Captain Bruce in his Cessna. Captain Bruce is an excellent pilot who taught me some really valuable must know info with ...
announcement,announcement (名词),Stage Final (Full Corpus),5,5,"review_22ff9034d85000a480ec5409 :: She was really nervous but the headphones and music helped her relax. The sights and sounds were great. The best part was landing in the middle of the flight, into a small lake...g..."
anticipate,anticipate,Stage 2 (2000 Expansion),5,5,"review_1d277c51bf0d5a196569e070 :: Maui Plane Rides surpassed our expectations. From the moment our pilot met us at our vehicle, we were his top priority and felt taken care of. Despite the wind that's inevitable in..."
antonio,antonio,Stage Final (Full Corpus),5,4,review_529d152e822f0407304c42b4 :: Dori and Cap'n Josh and crew were so welcoming (And so was Milly! ). The entire flight from take off to landing was immaculate. Josh is extremely knowledgable and made the tour tha...
apologize,apologize (动词),Stage Final (Full Corpus),5,5,"review_7ccddfdb93c32858fb66961a :: We are a family of 4 enjoyed the tour inspite of the uncertainty due to changing weather conditions. We had planned for a trip incl Glacier landing, however, the Glacier landing co..."
appealing,appealing (动词),Stage Final (Full Corpus),5,5,"review_af2a791e710840dabb433510 :: Exceptional sights, very appealing experience
One of the best during our trip in Alaska.
You will be amazed , and to do it K2 is the company..."
apples,apples (名词),Stage Final (Full Corpus),5,5,review_0541a7e41a104fb68b8c958f :: There's nothing to say except this was breath- taking. Absolutely incredible.   It's expensive but.... for sure worth it.  The people were so very nice from pre booking through the...
arctic,arctic,Stage 2 (2000 Expansion),5,5,review_af022f1ee719809d29e41c1a :: My wife and I spent two weeks in Alaska. We booked/visited nearly a dozen tours/events/museums and this was by far our favorite. Read the other positive comments and look at the ph...
arise,arise（过程/动作动词）,Stage 1 (500 Discovery),5,5,review_37dad181439a177b308b9020 :: Flying over Denali Park is an incredible experience and K2 runs a first class operation making it happen. Weather can always be a factor in changing your flight path or cancelling ...
arms,arms (名词),Stage Final (Full Corpus),5,5,review_44bbe9a73fd23ce4436c395f :: We were fortunate enough to have great weather when we arrived in Ketchikan. (The town gets more than 200 inches of rain per year.) So we opted to book a float plane tour. We did a...
article,article (名词),Stage Final (Full Corpus),5,4,"review_6162d862c2e7e378e42b4317 :: My wife and I did the Denali Experience Flightseeing Tour on May 29, 2018. There were some clouds to contend with but K2 will not fly if it is not safe. So they delayed our flight ..."
asia,asia (名词),Stage Final (Full Corpus),5,5,review_67a8ea4c9e4ed493489e328a :: Living in Asia you don't often ( ever !! ) get the chance to write a review that includes float planes and black bears in the title but I'm so glad I get to ! Our Taquan Air Tour w...
